[NEW_DOCUMENT: DOCid=1, lang=bzd, DOCNAME=Los Bribris y Cabécares de Sulá].	[NEW_DOCUMENT: DOCid=1, lang=spa, DOCNAME=Los Bribris y Cabécares de Sulá].
Étä íyiwak uru we s kró, kö chi eʼ tLáwe keañíes kete. ~~~ Éta síkuapa íyiwak jterö se rae, kíjke i se ’ k e m i u a máma ie, e rörköyö bLu blu, köyö tsí tsí, urrék, ñáoköL,du uLítene.	Entre los animales domésticos, se encuentran las aves de corral como los pollos, el cerdo entre otros; el consumo de carne, forma parte de la dieta de la familia.
Énä saL, Klök, numu, suLí jchbe, kuè ena bua. ~~~ És iö̈ iö̈ mík síkuapa de btu seʼ ki, ta se’ká̈ ä tái ta u tsö' íyök a, se’ uLá ä, e'yötsö íyi uLítene wíkoL ie.	También otros animales utilizados por la gente no indígena como mascotas, entre ellos podemos citar: loras, pericos, tucanes, setilleros, jilgueros, yigüirros, monos, mapaches, tigrillos, boas, tortugas, iguanas, entre otros.
Wes itsörö kókibíki apeʼ uLa a, we iukie Museo deloro en Costa Rica.	Finalmente, se dice que en tiempos de la Colonia los territorios indígenas tenían muchos minerales y piedras preciosas como el oro, para hacer diferentes figuras como las que hoy día se encuentran en el museo del oro en Costa Rica.
Iñe ñiwe ská̈wakuLítene e rö iche , ke ie pa kí síkuaparasë’ íyök biók seʼ ká ä eʼ kiáne. ~~~ Míki ewabLena e ta diʼ tsö' se’ ká shua eʼSuLúrwa mi, e ta ke schökö pa.	Hoy día, las comunidades indígenas advierten sobre la explotación mineral en la zona pues contamina los ríos de los cuales depende mucho su dieta.
[END OF CHAPTER].	[END OF CHAPTER].
[NEW CHAPTER: Salud, vida, muerte, alimentación, infraestructura y estilos de vida CAPÍTULO 3 Chë ̱̈́ r bu à , sts ö̱̈́ ia̱, du ó wa̱, ch kö ̀, ù ,, kà Lkë̱ ë ̱̈́ ̱na̱ we ̱̈́ ̱s s-së ̱̈́ , DOCid=1, lang=bzd].	
ÍCapítulo 3 ’kë.	[NEW CHAPTER: Salud, vida, muerte, alimentación, infraestructura y estilos de vida CAPÍTULO 3 Chë ̱̈́ r bu à , sts ö̱̈́ ia̱, du ó wa̱, ch kö ̀, ù ,, kà Lkë̱ ë ̱̈́ ̱na̱ we ̱̈́ ̱s s-së ̱̈́ , DOCid=1, lang=spa].
1.	E1.
Chë̱̈́r buà: Së’ Kö pö̱̈́Li. ~~~ Medicina Tradicional ta ̱ síkuapa tsö' I wë ̱̈́bLök, we ̱̈́s ië̱̈́pa swöʼ rör së’icha sú ë, së’ ʼ köpöLí tsö ʼ káb ta a. ~~~ Éta síkuapa ts ö I cha yuw ök pá̱Li ë ʼkám wë ̀ r, we ̱̈́s së i cha rörswö ʼki. ~~~ És iëpa ichà í t a ë ʼ k ë n ë ó ̱rkë brará ë.	Salud: medicina tradicionaln primer lugar, resulta curiosos cómo muchas de las explicaciones científicas resultan sorprendentemente parecidas, de muchas maneras, a las creencias espirituales de las poblaciones indígenas, las cuales les facilita ese mundo de medicina natural.
Ë ʼ dchë̱̈́ rör dLöië. ~~~ E ̱ ̱̈́rëta̱ k ë̀ ië pa wákpa ë̱na̱ i ànë ínu i w à kënëö̱̱̈́rkë. ~~~ E̱ s ská̱wak pa köpöLi jtë tsöʼ táin ë.	Muchos de los conceptos de la ciencia moderna son todavía tan invisibles como los espíritus en que creen los indígenas.
E ̱ ̱̈́wa swöu Lánë míka Susë’Le ̱ ̱̈́yibi tsíkinë Étaërör suLítënë tsájtchö ië, ës sdichë yërkë, ë kuëki suLítënë mitsë’ awápa yöLók. ~~~ Së’ ʼ awá w öuLáwe ̱ ̱̈́ Sibö rör e ̱ ̱̈́s iërör ime ̱ ̱̈́at SuLítënë kímuk. ~~~ Ítaë ʼkënë ór kë kacga bLi. ~~~ Awápa rör këkëp a táin ë ̀ , wa ̱ íyi uLítënë jchë̱r.	Los conceptos teóricos invisibles, como el campo de gravedad, el campo electromagnético y las partículas subatómicas, tienen asombrosos poderes de predicción; pero los científicos no saben lo que son realmente, o porqué funcionan o cómo lo hacen.
Sib ö̀ rör ië̱̈́pa káchë kLúk, sbuá wo ̱ ië, íta kachá bLi awápa swöikëkë ë' pakë̱̈́ Horaciö Lópëz Gabb rör.	
Ë ërö skà yërkë, ëʼ káyërkëmi míka sià aLát tsítsi e ̱̈́ta.	
E̱ ̀ ërö skà yë̱̈́skë, ë' káyërkë mi míka sia ̱̀ aLát tsit tsi ë ̱̈́ta̱.	
Chër bua : Së ʼ KöpöLi.	
Capítulo 3Che ́ r bua, stsö ́ ia ̈, duówa ̈, chkö ̀ , u,, kaLke ̈é̈nä wé̈s s-se ́’ke. ~~~ 1.	
Chë ́ r bua: Së’ Köpö ́ Li . ~~~ MedicinaTradicionaltä síkuapa tsö' I we ́ bLök, we ́ s ie ́ paswöʼ rör se’icha sú e, se’ ʼ köpöLítsö ʼ káb ta a.	
Éta síkuapa tsö I chayuwök pá ̈L i e ʼ k á m w e ̀r , w e ́s s e icha rör swö ʼki.	
És iepa icha íta e ʼ keneó̈rke brará e.	
Ë ʼ dché rör dLöie.	
Ë ̈́retä k èie pa wákpa e ̈nä i ane ínu i wa keneö ́ ̈rke.	
Ë̈s ská̈wak pa köpöLi jte tsöʼ táin e. ~~~ Ë ̈́waswöu Láne míka Suse’Le ̈́yibi tsíkineÉtaerör suLítene tsájtchö ie, es sdicheyerke, e kueki suLítene mitse’ awápayöLók. ~~~ Se’ ʼ awá wöuLáwe ̈́ S i b ö r ö r e ̈́sierör ime ̈́at SuLítene kímuk. ~~~ Ítae ʼkene órke kacga bLi. ~~~ Awápa rör kekepa táin e ̀ , wa ̈ íyi uLítenejchër. ~~~ Sibö ̀ rör ie ́pa káche kLúk, sbuá wo ̈ie, íta kachá bLi awápa swöikeke e'pake ́ Horacio Lópeez Gabb rör. ~~~ Ë erö ska yerke, eʼ káyerkemi míka siaaLát tsítsi éta. ~~~ Ë ̈̈̀ erö ska ye ́ske, e'káyerke mi míka sia ̈ aLát tsit tsi e ́ta ̈.	Así, la medicina tradicional comprende uno de los pilares de la cultura indígena, porque a través de ese conocimiento ancestral y de su comunión con la naturaleza, el saber, proveniente de épocas precolombinas, no solo sirve para el cuidado de la salud individual, sino también para la defensa de los derechos colectivos, ya que, al preservarlo, las comunidades refuerzan su cultural originaria.
Étä dúas réski döbö ́ m bö ́ yök, e ́ta ̈ s re ́ka ̈,eretä këwe aLát tsi tsi è wöike mi irir. ~~~ Capítulo 3Che ́ r bua, stsö ́ ia ̈, duówa ̈, chkö ̀ , u,, kaLke ̈é̈nä wé̈s s-se ́’ke. ~~~ 1. ~~~ Chë ́ r bua: Së’ Köpö ́ Li .	Por ello, la población concentra su tradición espiritual en la figura del awá, que recibió de Sibö el conocimiento, la sabiduría y ese don para poder ayudar a las comunidades.
MedicinaTradicionaltä síkuapa tsö' I we ́ bLök, we ́ s ie ́ paswöʼ rör se’icha sú e, se’ ʼ köpöLítsö ʼ káb ta a.	
Éta síkuapa tsö I chayuwök pá ̈L i e ʼ k á m w e ̀r , w e ́s s e icha rör swö ʼki.	
És iepa icha íta e ʼ keneó̈rke brará e.	
Ë ʼ dché rör dLöie.	
Ë ̈́retä k èie pa wákpa e ̈nä i ane ínu i wa keneö ́ ̈rke.	
ÍË̈s ská̈wak pa köpöLi jte tsöʼ táin e.	
Ë ̈́waswöu Láne míka Suse’Le ̈́yibi tsíkineÉtaerör suLítene tsájtchö ie, es sdicheyerke, e kueki suLítene mitse’ awápayöLók.	
Se’ ʼ awá wöuLáwe ̈́ S i b ö r ö r e ̈́sierör ime ̈́at SuLítene kímuk.	
Ítae ʼkene órke kacga bLi.	
Awápa rör kekepa táin e ̀ , wa ̈ íyi uLítenejchër.	
Sibö ̀ rör ie ́pa káche kLúk, sbuá wo ̈ie, íta kachá bLi awápa swöikeke e'pake ́ Horacio Lópeez Gabb rör.	
Ë erö ska yerke, eʼ káyerkemi míka siaaLát tsítsi éta.	
Ë ̈̈̀ erö ska ye ́ske, e'káyerke mi míka sia ̈ aLát tsit tsi e ́ta ̈.	
Étä dúas réski döbö ́ m bö ́ yök, e ́ta ̈ s re ́ka ̈,eretä këwe aLát tsi tsi è wöike mi irir.	
Capítulo 3Che ́ r bua, stsö ́ ia ̈, duówa ̈, chkö ̀ , u,, kaLke ̈é̈nä wé̈s sse ́’ke. ~~~ 1.	En la actualidad se cuenta con lugares ceremoniales como el establecido en Kachabri.
Chë ́ r bua: Së’ Köpö ́ Li . ~~~ MedicinaTradicionaltä síkuapa tsö' I we ́ bLök, we ́ s ie ́ paswöʼ rör se’icha sú e, se’ ʼ köpöLítsö ʼ káb ta a.	
Éta síkuapa tsö I chayuwök pá ̈L i e ʼ k á m w e ̀r , w e ́s s e icha rör swö ʼki.	
És iepa icha íta e ʼ keneó̈rke brará e.	
Ë ʼ dché rör dLöie.	
Ë ̈́retä k èie pa wákpa e ̈nä i ane ínu i wa keneö ́ ̈rke.	
Ë̈s ská̈wak pa köpöLi jte tsöʼ táin e. ~~~ Ë ̈́waswöu Láne míka Suse’Le ̈́yibi tsíkineÉtaerör suLítene tsájtchö ie, es sdicheyerke, e kueki suLítene mitse’ awápayöLók. ~~~ Se’ ʼ awá wöuLáwe ̈́ S i b ö r ö r e ̈́sierör ime ̈́at SuLítene kímuk.	Los awapas son los médicos tradicionales, con el rango más alto en la comunidad bribri, con gran sabiduría y conocimientos, dados por Sibö según la mitología Bribri, por ello los enseñó a cantar los cantos rituales y de curación, en las ceremonias de los Awá.
Ítae ʼkene órke kacga bLi. ~~~ Awápa rör kekepa táin e ̀ , wa ̈ íyi uLítenejchër.	En Kachabri se encuentra un centro especializado ceremonial de Awapas.
Sibö ̀ rör ie ́pa káche kLúk, sbuá wo ̈ie, íta kachá bLi awápa swöikeke e'pake ́ Horacio Lópeez Gabb rör. ~~~ Ë erö ska yerke, eʼ káyerkemi míka siaaLát tsítsi éta.	Según nos narra Horacio López Gap allí “toman acuerdos espirituales y educan a otras personas que quieran tener el mismo grado que ellos.
Ë ̈̈̀ erö ska ye ́ske, e'káyerke mi míka sia ̈ aLát tsit tsi e ́ta ̈.	
Étä dúas réski döbö ́ m bö ́ yök, e ́ta ̈ s re ́ka ̈,eretä këwe aLát tsi tsi è wöike mi irir.	
Capítulo 3Che ́ r bua, stsö ́ ia ̈, duówa ̈, chkö ̀ , u,, kaLke ̈é̈nä wé̈s sse ́’ke. ~~~ 1.	
Chë ́ r bua: Së’ Köpö ́ Li . ~~~ MedicinaTradicionaltä síkuapa tsö' I we ́ bLök, we ́ s ie ́ paswöʼ rör se’icha sú e, se’ ʼ köpöLítsö ʼ káb ta a.	
Éta síkuapa tsö I chayuwök pá ̈L i e ʼ k á m w e ̀r , w e ́s s e icha rör swö ʼki.	
És iepa icha íta e ʼ keneó̈rke brará e.	
Ë ʼ dché rör dLöie.	
Ë ̈́retä k èie pa wákpa e ̈nä i ane ínu i wa keneö ́ ̈rke.	
Ë̈s ská̈wak pa köpöLi jte tsöʼ táin e. ~~~ Ë ̈́waswöu Láne míka Suse’Le ̈́yibi tsíkineÉtaerör suLítene tsájtchö ie, es sdicheyerke, e kueki suLítene mitse’ awápayöLók. ~~~ Se’ ʼ awá wöuLáwe ̈́ S i b ö r ö r e ̈́sierör ime ̈́at SuLítene kímuk. ~~~ Ítae ʼkene órke kacga bLi. ~~~ Awápa rör kekepa táin e ̀ , wa ̈ íyi uLítenejchër. ~~~ Sibö ̀ rör ie ́pa káche kLúk, sbuá wo ̈ie, íta kachá bLi awápa swöikeke e'pake ́ Horacio Lópeez Gabb rör.	Inician los estudios desde que es niño, hasta los 20 años aproximadamente, siempre orientados con sus maestros, cantan solamente en la noche, por eso le llamamos el canto a la oscuridad y se asocia al concepto de la creación que surge de la noche, pera también tenemos cantos para los funerales, hacer una curación y contamos con las plantas necesarias que se van a utiliza.
Ë erö ska yerke, eʼ káyerkemi míka siaaLát tsítsi éta. ~~~ Ë ̈̈̀ erö ska ye ́ske, e'káyerke mi míka sia ̈ aLát tsit tsi e ́ta ̈.	En los alrededores de la casa y el lugar de ceremonias tenemos plantas medicinales para la atención de los pobladores.
Étä dúas réski döbö ́ m bö ́ yök, e ́ta ̈ s re ́ka ̈,eretä këwe aLát tsi tsi è wöike mi irir. ~~~ Awápa kLú ̈ke neñewe, e ́ kueki ̈ i kie ̀niewak tse ̀’.	Más sagrado y espiritual son los cantos de los awapa, ellos hacen sus cantos ya sean para los funerales, ir al trabajo o una curación”.
És Sibö ̀ íyi uLítene kane ̈́öneñéwe, e ́ s míka ̈ sbLenawa, e ́ ta bikákLaókumpa ste ̀ kenewe ̈ke neñe ́ we.	
Ítä köpö ́ Li kua tsöʼ kuábLe ̀ uLe, u pámikerör syámipa a ̈ jkáche.	
Awápa tse ̀ rörswöʼ táin e, e ́ wa due ̀ buáwe ̈ke.	
(2013).	(2013).
Awápa rör s se ̈́nawa eʼ mue ́ wa ̈,aLáköLpa jche ́ naka ̈ wësh, e' kene wéta ̈e' kenewe ́ ke bötö kicha, miatö kicha és.	
Étä smía dö ̀ kekepa saʼ añíes ke ́keparömi se’ saʼ.	
Míkä aLála kúna, éta ̈ e' ká ̈wötä keneweduá, tsníchka wa.	
Míka ̈ e ́rpa aLáLa kúnaé t ä e kepe yeke yì se ́ ̈’r buáe e ́se’ rör ékie sue ́bökök, e ́ a ̈ KáLkör páwe ̈k e w é sKitaʼ, diʼ eʼ keneó ̈rke buLámi, eʼ tekeka ̈aLáLa ki, e ́ ta ̈ eʼ rör aLáLa kúwö ie, ás kei suar e ́ na ̈ áknama pa kè i tsriwe. ~~~ Awápa kLú ̈ke neñewe, e ́ kueki ̈ i kie ̀niewak tse ̀’.	Así, el médico tradicional o awá, tiene también como función ayudar a los recién casados a planificar lo relacionado con la familia, así como el cuidado y las curaciones respectivas de la mujer embarazada y del embrión.
És Sibö ̀ íyi uLítene kane ̈́öneñéwe, e ́ s míka ̈ sbLenawa, e ́ ta bikákLaókumpa ste ̀ kenewe ̈ke neñe ́ we.	
Ítä köpö ́ Li kua tsöʼ kuábLe ̀ uLe, u pámikerör syámipa a ̈ jkáche.	
Awápa tse ̀ rörswöʼ táin e, e ́ wa due ̀ buáwe ̈ke.	
(2013). ~~~ Awápa rör s se ̈́nawa eʼ mue ́ wa ̈,aLáköLpa jche ́ naka ̈ wësh, e' kene wéta ̈e' kenewe ́ ke bötö kicha, miatö kicha és.	Esta actividad se realiza mediante visitas periódicas, sea de la mujer a los médicos tradicionales o él a las familias.
Étä smía dö ̀ kekepa saʼ añíes ke ́keparömi se’ saʼ.	
Míkä aLála kúna, éta ̈ e' ká ̈wötä keneweduá, tsníchka wa.	
Míka ̈ e ́rpa aLáLa kúnaé t ä e kepe yeke yì se ́ ̈’r buáe e ́se’ rör ékie sue ́bökök, e ́ a ̈ KáLkör páwe ̈k e w é sKitaʼ, diʼ eʼ keneó ̈rke buLámi, eʼ tekeka ̈aLáLa ki, e ́ ta ̈ eʼ rör aLáLa kúwö ie, ás kei suar e ́ na ̈ áknama pa kè i tsriwe.	Cuando nace el niño , el Awá lo purifica; sopla humo en las manos de la mujer para ahuyentar los espíritus malos; el humo se puede producir con hojas de tabaco, con hojas secas de árbol de hule, o con hojas de tuete, o árbol de verano.
Awápa kLú ̈ke neñewe, e ́ kueki ̈ i kie ̀niewak tse ̀’. ~~~ És Sibö ̀ íyi uLítene kane ̈́öneñéwe, e ́ s míka ̈ sbLenawa, e ́ ta bikákLaókumpa ste ̀ kenewe ̈ke neñe ́ we. ~~~ Ítä köpö ́ Li kua tsöʼ kuábLe ̀ uLe, u pámikerör syámipa a ̈ jkáche. ~~~ Awápa tse ̀ rörswöʼ táin e, e ́ wa due ̀ buáwe ̈ke.	A los recién nacidos antes de que abandonen la choza de parto se les prepara una hoja de sotacaballo, en un poco de agua; cerca de la media noche alza la rama y le echa el agua sobre la cara al niño; así cuando crezca no padecerá de sustos repentinos o de malos espíritus.
(2013).	2.
Awápa rör s se ̈́nawa eʼ mue ́ wa ̈,aLáköLpa jche ́ naka ̈ wësh, e' kene wéta ̈e' kenewe ́ ke bötö kicha, miatö kicha és.	
Étä smía dö ̀ kekepa saʼ añíes ke ́keparömi se’ saʼ.	
Míkä aLála kúna, éta ̈ e' ká ̈wötä keneweduá, tsníchka wa.	
Míka ̈ e ́rpa aLáLa kúnaé t ä e kepe yeke yì se ́ ̈’r buáe e ́se’ rör ékie sue ́bökök, e ́ a ̈ KáLkör páwe ̈k e w é sKitaʼ, diʼ eʼ keneó ̈rke buLámi, eʼ tekeka ̈aLáLa ki, e ́ ta ̈ eʼ rör aLáLa kúwö ie, ás kei suar e ́ na ̈ áknama pa kè i tsriwe.	Alimentos y preparación Los medios de subsistencia dependen de la agricultura, se basaban en la producción de plátano con poca tecnología “moderna”, pero sí con técnicas amigables con el ambiente.
Chökö ̀ kënë ́u̱kSë́ a t a ̱ ë ́ s së' jtë ́ rö, míka ̱ yi blénawa ̱ ë́ ta̱,ë' patrëkë sík na dtsítak wa buá ë ̀ , á ̱s kë ̀i.	
Lar , ë ̀ uköki ̱ ta̱, kál mík i muékëka tsë̱́këmi kamíë, ë ̱ ërö úLa yuwékëka ë ́ a ̱më́ a̱t.	Se da la cría de animales, el cerdo, el pollo, para consumo de la familia.
U k ö́ k i ̱ta̱ i yámipa btsökë, ká ̱ miát, as kë ̀i dëuntu tsríwë ̱. ~~~ Míka ̱ ká̱wö jchá duás ëkëta̱ I ska kënewë ̱ kënë. ~~~ Éta ̱ ëʼ ërörwímbLu Kí ̱moië.	Por lo que la alimentación incluía generalmente carnes, legumbres tales como frijoles, yuca, maíz, banano y hortalizas.
Wë ́ Lë wëLë íta ̱ iyámipa to bié wa ̱ iuö̱mika i íyi uLítënë ëʼ më ́ kë wa ̱ i ta̱.	Había abundancia de frutas como naranjas, guanábana, guayaba.
Éta̱suLítëne rë ́ swápië ë ́ a ̱ chökö amë́kë, ëʼmë́kë i yámipa rör tsruʼ ië, dúLa ië.	
És ikënë wëkë ñita.	
Dtsiʼ Sëʼ u3.	
ChöcöKënú ̱k. ~~~ Transporte y cargaSe’ uLítene se ́ ̈rke, sdLì kuábLöke e' míkklöm meke ̈ wa íyök a ̈, ke ̀ kepe ́ y e ́ta ̈, ë́ske ̀ irör íyök SuLú weta ̈ wä.	Su alimentación incluye carnes de animales silvestres tales como chancho de monte, tepezcuintle y aves de corral.
Sö kro, cóchiLó we ̈kë syámipata kate u a ̈.	La preparación de estas carnes se hace generalmente ahumada.
Iö̈ iö̈ ta se’chöcö e ́rör dúLa kibí ie, kí ̈jke átu, aLi',ìkuö, chumu ena ̈ ádLi. ~~~ Éta ̈ káLwö e rörash, tsa ̈, shuLe ̈́.	Del mismo modo, las prácticas tradicionales bribris se han conservado en la preparación de las bebidas tradicionales como la chicha, el chocolate, el café.
Iö iö ta dúLa ki ̈ñiru eʼjteke we ̈́s sini, könö' e' síweke böʼ tsakés añíes brìbrì parör, bLö', tsruʼ cápi eʼy uw é k e, b a wé ̈ke yè . ~~~ Étä ke ́ we e'ʼ wöshteke, síwe ̈ke,kukeke,wéke, wé ̈s tsruʼ, cápi eʼ wéke ákkí. ~~~ Ák wawe, erör shikít, eʼ me ́ ke ka ̈ iétbtákï ë́wa ìkuö tsruʼ wéke. ~~~ Íta ̈ ke ́kepa iwa kene wé ̈ke ia.	Para la preparación de estas bebidas, el proceso consiste en recoger primero el fruto, ponerlo a secar y luego tostarlo y moler el maíz, el cacao, el café, en la piedra de moler que se usaba ancestralmente, que es redonda y se usa otra piedra encima para amasar el maíz o el cacao, indispensable en la cocina, traída principalmente de la montaña, aún es usada por las abuelas.
3.	3.
ChöcöKënú ̱k. ~~~ Transporte y cargaSe’ uLítene se ́ ̈rke, sdLì kuábLöke e' míkklöm meke ̈ wa íyök a ̈, ke ̀ kepe ́ y e ́ta ̈, ë́ske ̀ irör íyök SuLú weta ̈ wä. ~~~ Sö kro, cóchiLó we ̈kë syámipata kate u a ̈.	VestimentaLos antepasados hacían los vestidos de cortezas de árboles, principalmente del mastate; se elaboraba machacando la corteza hasta que tuviera un punto de suavidad y quedara listo para usarlo.
Iö̈ iö̈ ta se’chöcö e ́rör dúLa kibí ie, kí ̈jke átu, aLi',ìkuö, chumu ena ̈ ádLi.	
Éta ̈ káLwö e rörash, tsa ̈, shuLe ̈́.	
Iö iö ta dúLa ki ̈ñiru eʼjteke we ̈́s sini, könö' e' síweke böʼ tsakés añíes brìbrì parör, bLö', tsruʼ cápi eʼy uw é k e, b a wé ̈ke yè .	
Étä ke ́ we e'ʼ wöshteke, síwe ̈ke,kukeke,wéke, wé ̈s tsruʼ, cápi eʼ wéke ákkí.	
Ák wawe, erör shikít, eʼ me ́ ke ka ̈ iétbtákï ë́wa ìkuö tsruʼ wéke.	
Íta ̈ ke ́kepa iwa kene wé ̈ke ia.	
4. ~~~ Dtsiʼ Vestido K e ́ k e p a b á k n ö ʼ i e ʼ d t s i ʼ y ö ʼ k a Lkuö ́ Litwa, we ̈́s k̀L kierö dtsi', eʼ pe ́ keKLóKa wá ás i dö ̀ tö ́ töLa, e ́ wa banö yö ́ neaLáKöl pa a ̈ , ka wö erö we ́pa a, kíjkedtsikipö. ~~~ Ís karör buLe ́ wö e' yö ́ rke íyiwakdcháwo wa, we ́ s mú. ~~~ KaL wö eʼ tawékeKáLkö tsöʼ i tá ̈wö ie é se’ wá.	De ella se hacían las enaguas para las mujeres, calzoncillos para los hombres y se fabricaban cobijas; también utilizaban abalorios, collares de huesos de animales como del tigre, o semillas pintadas con tintes extraídos de las plantas.
Ére íta ̈ eʼ keʼ kenewe ia ̈ yìrör wé ̈s iö iöés, íta ke ká ̈btä tä ia , se’ á ̈tä ká̈mik.	
Ékekï wë́Le we ̈Le icha yuerö pe ̈́ichawa.	
4. ~~~ Dtsiʼ Vestido K e ́ k e p a b á k n ö ʼ i e ʼ d t s i ʼ y ö ʼ k a Lkuö ́ Litwa, we ̈́s k̀L kierö dtsi', eʼ pe ́ keKLóKa wá ás i dö ̀ tö ́ töLa, e ́ wa banö yö ́ neaLáKöl pa a ̈ , ka wö erö we ́pa a, kíjkedtsikipö. ~~~ Ís karör buLe ́ wö e' yö ́ rke íyiwakdcháwo wa, we ́ s mú. ~~~ KaL wö eʼ tawékeKáLkö tsöʼ i tá ̈wö ie é se’ wá.	Es importante mencionar que con la aculturación, la pérdida del bosque y la distancia en que se encuentran, los indígenas están cambiando hacia productos no tradicionales para llenar dichas necesidades.
