[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) oguenohẽ upe araapýpe Apoukapy Ipapapýva 135 ohechakuaahápe tembiapo ñe’ẽreko mombareterãramo Paraguái Amandaje Mokõiha Ñe’ẽkuaaty Jeporureguápe.	La Secretaría de Políticas Lingüísticas (SPL) expidió este martes la Resolución N° 135 por la cual se declara de interés lingüístico el II Congreso Paraguayo de Lingüística Aplicada.
Mba’e porã oguerekóva ko apoukapy niko osẽ rehe irundy ñe’ẽme (guarani, castellano, inglés ha iñe’ẽngúva ñe’ẽme).	La particularidad del documento es que fue divulgado en cuatro idiomas (guaraní, castellano, inglés y lengua de señas).
[NEW DOCUMENT 11/11/21 SP:08:42:a GN:08:47:a]	[NEW DOCUMENT 11/11/21 SP:08:42:a GN:08:47:a]
Oñemba’apojoajúta ypykuéra ñe’ẽita imbarete hag̃ua.	Firman convenio para fortalecer lenguas indígenas.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Coordinación Nacional de Pastoral Indígena (CONAPI) omboheraguapy ñoñe’ẽme’ẽ ogueroguata hag̃ua joajúpe apopyrãnguéra ikatúva oykeko ha oñemomba’e jey hag̃ua Paraguái ypykuéra ñe’ẽita.	La Secretaría de Políticas Lingüísticas (SPL) y la Coordinación Nacional de Pastoral Indígena (CONAPI) sellaron un acuerdo de cooperación interinstitucional para promover programas y proyectos que apunten a la revalorización de las lenguas indígenas del Paraguay.
[NEW DOCUMENT 11/08/21 SP:06:50:a GN:08:14:a]	[NEW DOCUMENT 11/08/21 SP:06:50:a GN:08:14:a]
Oñembosako’i II Congreso Paraguayo de Lingüística Aplicada.	Organizan el II Congreso Paraguayo de Lingüística Aplicada.
Ko ararundy 10 guive, arapoteĩ 12 jasypateĩ meve, ojegueroguatáta II Congreso Paraguayo de Lingüística Aplicada (CONPLA) tambipurupyahu rupive ha reiete.	Desde este miércoles 10 al viernes 12 de noviembre se llevará a cabo el II Congreso Paraguayo de Lingüística Aplicada (CONPLA) en formato virtual y de manera gratuita.
Amandaje guasu omono’õtava heta ñe’ẽ rembikuaarekahára, iñarandúva lingüística aplicada-pe, taha’e ñane retã megua térã tetã’ambuegua, ojehechakuaávo ha oñembohapévo heta henda guivo ñe’ẽnguéra rehe ñemba’apo Paraguáipe.	Se trata de un importante evento académico que reunirá a destacados investigadores, lingüistas, referentes y estudiantes del área de lingüística aplicada, nacionales e internacionales, con el objetivo de mapear y definir los rumbos de la lingüística aplicada, en sus diferentes enfoques, en el contexto paraguayo.
[NEW DOCUMENT 11/06/21 SP:09:59:a GN:10:02:a]	[NEW DOCUMENT 11/06/21 SP:09:59:a GN:10:02:a]
Ojeguerojera Asociación Paraguaya de Lingüística Aplicada (APLA).	Fundan la Asociación Paraguaya de Lingüística Aplicada (APLA).
Mburuvicha ha ñe’ẽ Paraguái pegua rehe omba’apovakuéra oguerojera ko arapoteĩme Asociación Paraguaya de Lingüísticas Aplicada (APLA), aty omongu’étava mokõive ñe’ẽ tee, ypykuéra ha pytagua ñe’ẽ ñehekombo’e, jehapereka ha ñemoasãi, avei kuaapy ñe’ẽporãhaipyre rehegua.	Autoridades y referentes de lenguas del Paraguay fundaron este viernes la Asociación Paraguaya de Lingüística Aplicada (APLA), una organización que impulsará la formación, investigación, difusión y promoción de las lenguas oficiales, indígenas y extranjeras, así como la teoría y crítica literarias.
[NEW DOCUMENT 11/02/21 SP:11:35:a GN:11:37:a]	[NEW DOCUMENT 11/02/21 SP:11:35:a GN:11:37:a]
Guarambare Tavao moakãhára pyahu ou PÑSpe.	Intendente electo de Guarambaré vivita la SPL.
Ojeporavo ramova’ekue Guarambare Tavao, Central tavusúpe, moakãháraramo, Ing.	El intendente electo de Guarambaré, Dpto. de Central, Ing.
Óscar Esteban Cabrera Narváez, ou Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) rógape ko araapýpe oñombyaty PÑS sãmbyhyhára, Mg.	Óscar Esteban Cabrera Narváez, visitó este martes las instalaciones de la Secretaría de Políticas Lingüísticas (SPL) para asistir a una audiencia con la ministra de la SPL, Mg.
Ladislaa Alcaraz de Silvero ndive, ha oñomongetávo hikuái mba’éichapa ikatúne ojeporu joja mokõive ñe’ẽ tee ko táva omoakãtava ryepýpe.	Ladislaa Alcaraz de Silvero, a fin de conversar acerca de la posibilidad de bilingüizar la ciudad que encabezará como intendente.
[NEW DOCUMENT 11/02/21 SP:06:41:a GN:07:11:a]	[NEW DOCUMENT 11/02/21 SP:06:41:a GN:07:11:a]
PÑS sãmbyhyhára: “Tekombo’e hekopete rehe ñañe’ẽramo, jahechakuaámanteva’erã temimbo’ekuéra ñe’ẽ”.	Ministra de SPL: “Si hablamos de calidad educativa, no podemos soslayar la condición lingüística de los estudiantes”.
Mba’eguasu oñemongu’éva, hérava Transformación Educativa 2030 ha Enforque de Derecho, ryepýpe, ko arakõime, Paraguái Ñe’enguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñe’ẽ mba’éichapa tuicha mba’e ojehechakuaa mitã ha mitãrusu ñe’ẽ derécho rehe ojegueroguatávo hekopete tekombo’e hendivekuéra.	En el marco del encuentro sobre Transformación Educativa 2030 y Enfoque de Derecho, realizado este lunes, la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, habló sobre la importancia de atender los derechos lingüísticos de los niños y jóvenes para garantizar el efectivo aprendizaje de los estudiantes.
[NEW DOCUMENT 11/01/21 SP:07:41:a GN:07:49:a]	[NEW DOCUMENT 11/01/21 SP:07:41:a GN:07:49:a]
Poteĩpa ypykuéra omohu’ã mbo’epy Licenciatura en Educación Intercultural.	Sesenta indígenas se recibieron de licenciados en Educación Intercultural.
Poteĩpa Pãi Tavyterã, Amambái ha Concepción tavusu pegua, ohupytýma kuatia’atã omohu’ã porãitemíre Licenciatura en Educación Intercultural, ogueroguatava’ekue mbo’ehaovusu Universidad Nacional de Concepción.	Sesenta nativos del pueblo Pãi Tavytera del departamento de Amambay y de Concepción recibieron sus títulos de licenciado en Educación Intercultural tras culminar exitosamente la carrera ofrecida por la Universidad Nacional de Concepción.
Ko aty, oikova’ekue upe arapoteĩ ohasava’ekuépe, ojegueroguata Escuela Básica N° 6509 Arroyo Ysaúpe, ypykuéra aty hérava Ita Guasúpe.	El acto, realizado el pasado viernes, tuvo lugar en la Escuela Básica Nº 6509 Arroyo Ysaú, de la comunidad indígena Ita Guasu.
[NEW DOCUMENT 10/27/21 SP:11:46:a GN:11:59:a]	[NEW DOCUMENT 10/27/21 SP:11:46:a GN:11:59:a]
Senador Osorio og̃uahẽ PÑS rendápe.	El senador Osorio visitó la SPL.
Tetã senador Derlis Osorio Núñez og̃uahẽ ko ararundýpe Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) rógape.	El senador de la república Derlis Osorio Núñez realizó una visita de cortesía este miércoles a la Secretaría de Políticas Lingüísticas (SPL).
Ko’ápe, omog̃uahẽ chupe PÑS sãmbyhyhára, Ladislaa Alcaraz de Silvero, oñomongeta hikuái, omombe’u chupe opa umi mba’e ojejapóva Paraguái ñe’ẽnguéra rérape.	En la visita oficial, la ministra de la SPL, Ladislaa Alcaraz de Silvero, lo recibió en su despacho donde, en la entrevista con el senador, la ministra le compartió los planes y proyectos de la secretaría en favor de las lenguas del Paraguay.
[NEW DOCUMENT 10/26/21 SP:10:02:a GN:10:11:a]	[NEW DOCUMENT 10/26/21 SP:10:02:a GN:10:11:a]
Oñemba’apóta ojeporu añete hag̃ua guarani ñe’ẽ Kapiata tavaópe.	Promoverán uso oficial del guaraní en municipio de Capiatá.
Ko araapýpe, Paraguái Ñe’ẽnguéra Sãmbyhyha ha Kapiata Tavao omboheraguapy ñoñe’ẽme’ẽ ñembokuatia ha he’i ojupe omba’apo joajutaha ojeporu oñemombarete, ojehechauka ha ojeporu añete hag̃ua oñeñe’ẽ ha ojehaikuévo guarani, tetã ñe’ẽ teeháicha, ko Kapiata távape.	Hoy martes, la Secretaría de Políticas Lingüísticas y la Municipalidad de Capiatá firmaron un convenio de cooperación para promover proyectos conjuntos que apunten al fortalecimiento, visibilización y normal uso oral y escrito de la lengua guaraní, con lengua oficial del país, en el municipio capiateño.
[NEW DOCUMENT 10/25/21 SP:10:45:a GN:10:53:a]	[NEW DOCUMENT 10/25/21 SP:10:45:a GN:10:53:a]
PÑS ohechakuaa tembiapo ñe’ẽreko mombareterãramo amandaje guasu ñe’ẽasa rehegua.	SPL declara de interés lingüístico Seminario Internacional sobre Traducción.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS), Apoukapy N° 118/21 rupive, ohechakuaa Poteĩha Apopyrã Ñe’ẽasa, Ayvurekokuaaty ha Ñe’ẽjoparaeta Rehegua “Ñambohapévo Pa Ary Ypykuéra Ñe’ẽ Ñeñangarekoverã Opaite Tetãhára Oñemboguatáva”, ojeruréva Miguel Ángel Verón Gómez, Fundación Yvy Marãe’ỹ, temimoĩmby ombosako’íva ko amandaje guasu.	La Secretaría de Políticas Lingüísticas (SPL), por Resolución N° 118/21, declaró de interés lingüístico el Sexto Seminario Internacional sobre Traducción, Terminología y Diversidad Lingüística “Rumbo al Decenio Internacional de las Lenguas Indígenas”, a partir del pedido presentado por Miguel Ángel Verón Gómez, director general de la Fundación Yvy Marãe’y, organizadora del evento internacional.
[NEW DOCUMENT 10/22/21 SP:10:58:a GN:11:02:a]	[NEW DOCUMENT 10/22/21 SP:10:58:a GN:11:02:a]
PÑS sãmbyhyhára oñe’ẽ umi ñe’ẽ guarani rehe tetã ambue pegua aty guasúpe.	Ministra de SPL expuso en evento internacional sobre lenguas guaraníes.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oĩ avei ko arapoteĩ pyharevépe mesápe oñehesa’ỹijohaguépe “Lengua guaraní: políticas lingüísticas y pluricentrismo”.	La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, formó parte este viernes de una mesa de conferencias denominada “Lengua guaraní: políticas lingüísticas y pluricentrismo”.
Ko aty oike avei amandaje guasu hérava I Congreso Internacional de Lenguas Pluricéntricas (I PLURI) ryepýpe, ojepysóva mbohapy ára pukukue (20 jasypa guive 22 peve), osẽva Brasil guive internet rupive.	La actividad se enmarca dentro del I Congreso Internacional de Lenguas Pluricéntricas (I PLURI), que abarca tres jornadas (el 20 al 22 de octubre), con sede en Brasil, pero desarrollado íntegramente por internet.
[NEW DOCUMENT 10/21/21 SP:09:19:a GN:09:24:a]	[NEW DOCUMENT 10/21/21 SP:09:19:a GN:09:24:a]
Oñembohapéta UAL peguakuéra ndive hembiaporãnguéra.	Brindan talleres de asesoramiento técnico-lingüístico a integrantes de UAL.
Ko arapópe oñepyrũ ojeykeko ñe’ẽ jepurúpe mayma umi Unidad de Asuntos Lingüísticos (UAL) peguakuérape, oĩva Organismos y Entidades del Estado (OEE) ryepýpe.	Este jueves se dio inicio a una serie de talleres sobre acompañamiento técnico-lingüístico a los referentes de las Unidades de Asuntos Lingüísticos (UAL) de los Organismos y Entidades del Estado (OEE).
Ko ñembokatupyry ha jeykeko omoakã Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Guarani Ñe’ẽ Rerekuapavẽ; oikóta jepi tembipurupyahu rupive arapo jave 25 jasypateĩ meve.	Los encuentros de capacitación serán impartidos por la Secretaría de Políticas Lingüísticas (SPL) y la Academia de la Lengua Guaraní (ALG); se desarrollarán de manera virtual los días jueves hasta el 25 de noviembre próximo.
[NEW DOCUMENT 10/18/21 SP:10:57:a GN:11:09:a]	[NEW DOCUMENT 10/18/21 SP:10:57:a GN:11:09:a]
“La indiecita” ogueraháma avei jopói Rohayhu Che Ñe’ẽ.	“La indiecita” recibió su trofeo Rohayhu Che Ñe’ẽ.
Yenny Ortega, ojekuaavéva “La indiecita” ramo, oguerekóma avei ijopói Rohayhu Che Ñe’ẽ; Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, ome’ẽ chupe, oñombyatykuévo hikuái PÑS rógape ko arakõime.	Yenny Ortega, más conocida como “La indiecita”, recibió el trofeo Rohayhu Che Ñe’ẽ de manos de la ministra-secretaria ejecutiva de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero. En el encuentro se concretó este lunes en las oficinas de la SPL.
[NEW DOCUMENT 10/18/21 SP:08:08:a GN:08:13:a]	[NEW DOCUMENT 10/18/21 SP:08:08:a GN:08:13:a]
Oñembosako’i amandaje ñe’ẽasa, ñe’ẽtekuaa ha ñe’ẽheta rehegua.	Organizan seminario sobre traducción, terminología y diversidad lingüística.
Arakõi 25 jasypa guive arapoteĩ 29 peve ojepysóta Ñe’ẽasa, Ñe’ẽtekuaa ha Ñe’ẽheta Rehegua Poteĩha Amandaje Oĩtahápe Tetãygua ha Pytaygua “Jaguatávo Ypykuéra Ñe’ẽita Yvy Ape Ári Pa Ary Gotyo”, ombosako’íva Fundación Yvy Marãe’ỹ, ikatútava ojehecha tembipurupyahu rupive ha reieténte.	Del lunes 25 al viernes 29 de octubre abarcará el Sexto Seminario Internacional sobre Traducción, Terminología y Diversidad Lingüística “Rumbo al Decenio Internacional de las Lenguas Indígenas”, organizado por la Fundación Yvy Marãe’ỹ, que será transmitido de manera virtual y sin costo para todos los interesados.
[NEW DOCUMENT 10/15/21 SP:10:10:a GN:10:16:a]	[NEW DOCUMENT 10/15/21 SP:10:10:a GN:10:16:a]
Mbo’ehaovusukuéra hetá tetãmegua oikuave’ẽ guarani mbo’esyry.	Red de universidades de la región ofrece curso de guaraní.
Cátedra Guaraní AUGM pegua oikuave’ẽ “Curso de Guaraní Básico (paraguayo oficial)” mayma temimbo’e ha mbo’ehára, AUGM ryepypegua mbo’ehovusukuéra peguakuérape. Ko AUGM niko omono’õ heta mbo’ehaovusu Argentina, Bolivia, Brasil, Chile, Paraguay ha Uruguay peuga.	La Cátedra Guaraní de la AUGM presenta el “Curso de Guaraní Básico (paraguayo oficial)”, dirigido a estudiantes y docentes de las universidades miembros de la AUGM, red de universidades públicas, autónomas y autogobernadas de Argentina, Bolivia, Brasil, Chile, Paraguay y Uruguay.
[NEW DOCUMENT 10/13/21 SP:11:04:a GN:11:09:a]	[NEW DOCUMENT 10/13/21 SP:11:04:a GN:11:09:a]
Oñemoarandu guaraníme tesãirã mba’apoharakuéra.	Imparten curso de guaraní para trabajadores de la salud.
Ko ararundy pyharevépe oñepyrũ mbo’esyry hérava “Curso de Expresión Escrita en Lengua Guaraní” oñekuave’ẽva Tesãi ha Tekoporãverã Motenondeha mba’apoharakuérape.	En la mañana de este miércoles se inició el Curso de Expresión Escrita en Lengua Guaraní dirigido a funcionarios del Ministerio de Salud Pública y Bienestar Social.
Oñembosako’i ko mbo’esyry hi’ãgui ko temimoĩmby mba’apoharakuéra oipuru hekópe ko ñe’ẽ, ko’ýte oñomongetátavo opa umi ñane retãygua oñembojáva hendapekuéra oikotevẽgui.	Es con el objetivo de mejorar la competencia comunicativa de los trabajadores de esta sensible área, especialmente a la hora de interactuar con los usuarios de los servicios de salud.
[NEW DOCUMENT 10/12/21 SP:12:18:p GN:11:55:a]	[NEW DOCUMENT 10/12/21 SP:12:18:p GN:11:55:a]
PÑS omoirũ estampilla-kuéra pyahu ñeguenohẽ.	SPL acompañó presentación de nuevas estampillas.
Temimoĩmby Dirección Nacional de Correos del Paraguay (Dinacopa) oguenohẽ, ko araapýpe, 10.000 estampilla pyahu ha oñembohéra chupekuéra América Upaep-Turismo.	La Dirección Nacional de Correos del Paraguay (Dinacopa) puso en circulación, este martes, 10.000 nuevas estampillas de la emisión denominada América Upaep-Turismo.
Ko aty oiko Correo Paraguayo rógape ha omoakã isãmbyhyhára, Luis Fernando Servín Colmán.	El acto se desarrolló en el local del Correo Paraguayo y fue presidido por su director general, Luis Fernando Servín Colmán.
[NEW DOCUMENT 10/12/21 SP:11:30:a GN:11:35:a]	[NEW DOCUMENT 10/12/21 SP:11:30:a GN:11:35:a]
GÑR ha ANEAES omboheraguapy ñoñe’ẽme’ẽ.	ALG y ANEAES firman convenio.
Guarani Ñe’ẽ Rerekuapavẽ (GÑR) ha Agencia Nacional de Evaluación y Acreditación de la Educación Superior (ANEAES) omboheraguapy ko araapýpe ñoñe’ẽme’ẽ ñembokuatia ombohapeségui tembiapo joaju oykekokuaátava guarani jepuru mbo’ehaovusúpe.	La Academia de la Lengua Guaraní (ALG) y la Agencia Nacional de Evaluación y Acreditación de la Educación Superior (ANEAES) firmaron este martes un convenio de cooperación interinstitucional a fin de llevar adelante proyectos conjuntos favorables al uso de la lengua guaraní en la educación superior.
[NEW DOCUMENT 10/06/21 SP:10:33:a GN:10:40:a]	[NEW DOCUMENT 10/06/21 SP:10:33:a GN:10:40:a]
PÑS sãmbyhyhára omoirũ Octubre Rosa ñemoñepyrũ.	Ministra de la SPL acompañó lanzamiento de Octubre Rosa.
Ko tembiapo guasu Octubre Rosa, oñembosako’íva oñeñeha’ãvo ojehapejoko mba’asy vaiete hérava cáncer de mamas, péina ojeguenohẽ ñepyrũ ko ararundy pyharevépe.	La campaña de concientización sobre el cáncer de mamas, Octubre Rosa, fue lanzada oficialmente en la mañana de este miércoles.
Omoirũ aty guasu Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, heta ambue mburuvicha ndive.	Formó parte de acto la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, igual que otras altas autoridades.
[NEW DOCUMENT 09/23/21 SP:03:03:a GN:03:29:a]	[NEW DOCUMENT 09/23/21 SP:03:03:a GN:03:29:a]
Léi 6530/20 rupive omoañetévo tapicha ohendu’ỹva ñe’ẽ rehegua derécho.	Ley 6530/20 garantiza derechos lingüísticos de las personas sordas.
Ko ára 23 jasyrundy, oñemomorã “Lengua de Señas Ára Yvy’ape Ári, arange omoĩva’ekue Organización de Naciones Unidas, oñemomba’eguasu hag̃ua Lengua de Señas jeporu, kóicha oñepytyvõ rupi oñemoañete hag̃ua tapicha ohendu’ỹva ñe’ẽ rehegua derécho, ojehechakuaávo oñeñangarekova’erã hese, ha’ehaguére ñe’ẽita ha arandupy ryepypegua.	Hoy 23 de setiembre, se conmemora el “Día Internacional de Lengua de Señas”, fecha instituida por la Organización de Naciones Unidas, con el fin de promover la conciencia sobre las lenguas de señas, como instrumento para la plena realización de los derechos humanos de las personas sordas, reconociendo la relevancia de preservar la misma, como parte de la diversidad lingüística y cultural.
[NEW DOCUMENT 09/16/21 SP:11:11:a GN:11:23:a]	[NEW DOCUMENT 09/16/21 SP:11:11:a GN:11:23:a]
Ñemby Tavaópe ojeporu añetese avei guarani ñe’ẽ.	En municipio de Ñemby buscan promover uso oficial del guaraní.
Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, rendápe ou ko arapo pyharevépe Ñemby Tavao mburuvichakuéra, ha oñomongeta hikuái mba’eichaitépa ikatu joajúpe omoañete mokõive ñane retã ñe’ẽ tee jeporu joja ha meme ko távape.	La ministra-secretaria ejecutiva de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, se reunió en la mañana de este jueves con autoridades de la Municipalidad de Ñemby, quienes dialogaron sobre la posibilidad de trazar una hoja de ruta para fortalecer el bilingüismo oficial en el municipio de Ñemby.
