[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
"La 2ª edición de la Conferencia Internacional de las Lenguas Portuguesa y Española (CILPE 2022), que arranca mañana miércoles 16 de febrero hasta el viernes 18 y tiene como sede Brasilia (Brasil), debatirá sobre la situación de ambos idiomas en el mundo actual, así como de nuevas formas de fortalecer la difusión de estas lenguas en los ámbitos de la cultura, la ciencia y la innovación."	"Amandaje guasu mokõiha hérava Conferencia Internacional de las Lenguas Portuguesa y Española (CILPE 2022), oñepyr?tava ko’?rõ, ararundy 16 jasykõime, ha ojepysóta arapote? 18 peve, Brasilia (Brasil)-pe, ohesa’?ijo ha ombojohovakéta mba’eichaitépa o? ko’ã mokõive ñe’? yvy ape ári; avei, umi mba’e pyahu ojepurúva oñemoasãi hag?ua ko’ã ñe’?, taha’e arandupýpe, tembikuaa ha mba’e oñemboheko pyahúvape."
[NEW DOCUMENT 02/14/22 SP:07:19:a GN:07:34:a]	[NEW DOCUMENT 02/14/22 SP:07:19:a GN:07:34:a]
Ministra de SPL participó de reunión regional sobre lenguas indígenas.	PÑS sãmbyhyhára omoir? heta tetã ñombyaty ypykuéra ñe’?ita rérape.
La pasada semana se realizó la primera reunión del Consejo Intergubernamental (CIG) de la iniciativa Instituto Iberoamericano de Lenguas Indígenas (IIALI).	Arapokõindy ohasava’ekuépe oñombyaty pete?ha Consejo Intergubernamental (CIG) Instituto Iberoamericano de Lenguas Indígenas (IIALI) rehegua.
"Como parte de la delegación paraguaya, estuvo presente la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero."	"Paraguái rérape, omoir? avei Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero."
[NEW DOCUMENT 01/27/22 SP:07:32:a GN:07:36:a]	[NEW DOCUMENT 01/27/22 SP:07:32:a GN:07:36:a]
Presentarán el libro “Vocabulario Pa? Tavyterã Guaraní”.	Oñeguenoh?ta aranduka “Vocabulario Pa? Tavyterã Guaraní”.
"El libro que reúne 40 años de trabajo de documentación lexicográfica, “Vocabulario Pa? Tavyterã”, de Celeste Escobar y Gregorio Gómez Centurión, será presentado el martes 8 de febrero, a las 9:00, en el hogar ceremonial de la comunidad Ita Guasu del departamento de Amambay."	"Aranduka, 40 ary oñemono’õpyre kuaapy ñe’? rehegua, hérava “Vocabulario Pa? Tavyterã”, ohaiva’ekue Celeste Escobar ha Gregorio Gómez Centurión, oñeguenoh?ta ág?a araapy, 8 jaykõime, 9:00 aravo guive, óga ñombyatyhápe, táva Ita Guasúpe, Amambay tavusúpe."
[NEW DOCUMENT 01/25/22 SP:06:31:a GN:08:03:a]	[NEW DOCUMENT 01/25/22 SP:06:31:a GN:08:03:a]
Municipalidad de Caacupé se reúne con técnicos de la SPL.	Ka’akupe Tavao ha PÑS mba’apoharakuéra oñombyatýkuri.
"La directora de Educación de la Municipalidad de Caacupé, María Laura García Osorio, y el funcionario de la misma comuna Óscar Bobadilla mantuvieron una reunión de trabajo con técnicos de la Dirección de Planificación Lingüística de la Secretaría de Políticas Lingüísticas (SPL)."	"Ka’akupe Tavao pegua Dirección de Educación moakãhára, María Laura García Osorio, ha ko temimo?mby mba’apohára Óscar Bobadilla oñombyaty ha omba’apo Ñe’? Rape’apo Moakãhapav?, Paraguái Ñe’?nguéra Sãmbyhyha puegua, mba’apoharakuéra ndive."
[NEW DOCUMENT 01/24/22 SP:08:26:a GN:08:07:a]	[NEW DOCUMENT 01/24/22 SP:08:26:a GN:08:07:a]
Gobernación de Cordillera recibió a técnicos de la SPL.	Cordillera tavusúpe oho omba’apo PÑS mba’apoharakuéra.
"La encargada del área de Educación de la Gobernación de Cordillera, Graciela Medina González, recibió a técnicos de la Dirección General de Planificación Lingüística de la Secretaría de Políticas Lingüísticas (SPL)."	"Oisãmbyhýva Tekombo’e Cordillera Gobernación guive, Graciela Medina González, omog?uah? ko tavusúpe Ñe’? Rape’apo Moakãhapav?, Paraguái Ñe’?nguéra Sãmbyhyha (PÑS), mba’apoharakuérape."
[NEW DOCUMENT 01/19/22 SP:11:00:a GN:11:04:a]	[NEW DOCUMENT 01/19/22 SP:11:00:a GN:11:04:a]
App Guarani Ayvu ya superó las 50 mil descargas.	50.000 rasáma oñemboguejy app Guarani Ayvu.
"La aplicación que traduce palabras en tres idiomas (guaraní-castellano-inglés), Guarani Ayvu, ya fue descargada en 52.200 dispositivos móviles."	"Ko tembipuru ombohasáva ñe’? guarani, castellano ha inglés-pe, hérava Guarani Ayvu, 52.200-ma oñemboguejy pumbyry popeguápe."
"Las descargas de la app, según los países, se discriminan de la siguiente manera: Paraguay (40.770), Argentina (5.173), Brasil (1.991), Bolivia (1.626), España (1.058), Estados Unidos (322) y Alemania (209)."	"Ko app oñemboguejy pokõi tetãme, ha péicha ojeipapa: Paraguái (40.770), Argentina (5.173), Brasil (1.991), Bolivia (1.626), España (1.058), Estados Unidos (322) y Alemania (209)."
[NEW DOCUMENT 01/19/22 SP:07:37:a GN:08:26:a]	[NEW DOCUMENT 01/19/22 SP:07:37:a GN:08:26:a]
Técnicos de la SPL se reunieron con la UAL de Villarrica.	PÑS guive oñemba’apo UAL Villarrica peguakuéra ndive.
Técnicos de Dirección General de Planificación Lingüística de la Secretaría de Políticas Lingüísticas (SPL) se reunieron con el referente de la Unidad de Asuntos Lingüísticos (UAL) de la Universidad Nacional de Villarrica del Espíritu Santo (UNVES).	"Ñe’? Rape’apo Moakãhapav? Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) pegua mba’apoharakuéra oñombyaty Unidad de Asuntos Lingüísticas (UAL), mbo’ehaovusu Universidad Nacional de Villarrica del Espíritu Santo (UNVES), pegua mba’apohára ndive."
"En charla con el referente, este comenta sobre los procesos que van desarrollando en la institución de educación superior en materia de aplicación de la Ley 4251/10, De Lenguas."	Kóva omombe’u mba’éichapa oñemba’apo ko mbo’ehaovusu guive oñemoañeteségui Léi 4251/10 Ñe’?nguéra Reheguápe he’íva.
[NEW DOCUMENT 01/18/22 SP:12:02:p GN:12:44:p]	[NEW DOCUMENT 01/18/22 SP:12:02:p GN:12:44:p]
SPL se reunió con referentes del pueblo Ishir en Fuerte Olimpo.	PÑS oñombyaty Ishir-kuéra ndive Fuerte Olimpo-pe.
"Técnicos de la Secretaría de Políticas Lingüísticas (SPL) visitaron a referentes de una comunidad indígena del pueblo Ishir del distrito de Fuerte Olimpo, Chaco paraguayo."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) mba’apoharakuéra oñombyaty Ishir-kuéra ndive, Fuerte Olimpo, Paraguái Chákope."
"En la reunión, los nativos expresaron su deseo de trabajar por su lengua propia, buscando el fortalecimiento de la misma a partir de la creación de espacios de discusión del idioma propio."	"Ko atýpe, umi ypykuéra he’i omba’aposeha iñe’?nguéra rehehápe, tove toñomongeta ha toñombohovake hikuái ha upéichape tove taimbareteve ko’? rei rehe iñe’?nguéra."
[NEW DOCUMENT 12/15/21 SP:11:01:a GN:11:09:a]	[NEW DOCUMENT 12/15/21 SP:11:01:a GN:11:09:a]
Premian a ganadores del Concurso de Cuentos Cortos en Guaraní y Castellano.	Oñembojopói ha’evévape mombe’urã jehaípe guarani ha castellano-pe.
"Este miércoles se realizó la ceremonia de premiación a los ganadores del Concurso de Cuentos Cortos en Guaraní y Castellano llevado a cabo por el Centro Cultural de la República El Cabildo y la Academia Olímpica Paraguaya (AOP), con el apoyo de la Secretaría de Políticas Lingüísticas (SPL), la Academia de la Lengua Guaraní (ALG) y el Comité Olímpico Paraguayo (COP)."	"Ko ararundy pyharevépe, pete? aty guasúpe, oñembojopói umi ha’eveva’ekuépe mombe’urã jehaípe guarani ha castellano-pe, ñoha’ã ombosako’íva Centro Cultural de la República El Cabildo ha Academia Olímpica Paraguaya (AOP), ha oipytyvõ Paraguái Ñe’?nguéra Sãmbyhyha (PÑS), Guarani Ñe’? Rerekuapav? (GÑR) ha Comité Olímpico Paraguayo (COP)."
El acto tuvo lugar en el salón de eventos del COP.	Ko aty oiko COP koty guasúpe.
[NEW DOCUMENT 12/13/21 SP:10:54:a GN:11:00:a]	[NEW DOCUMENT 12/13/21 SP:10:54:a GN:11:00:a]
Consejo de Cátedra Guaraní de AUGM se reunió este lunes.	AUGM pegua Guarani Mbo’esyry Consejo oñombyaty ko arakõime.
"El Consejo de la Cátedra Guaraní de la Asociación de Universidades Grupo Montevideo (AUGM) celebró, de manera virtual, su última sesión del año, este lunes 13 de diciembre."	"Guarani Mbo’esyry Consejo, Asociación de Universidades Grupo Montevideo (AUGM) pegua, oñombyaty ha omba’apo, tembipurupyahu rupive, ipahávo ko arýpe, ko arakõime, 13 jasypakõi pyharevépe."
"La Secretaría de Políticas Lingüísticas (SPL) forma parte del cuerpo colegiado y estuvo representada por la directora general de Planificación Lingüística, Celia Godoy."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) o? avei ko atýpe ha hérape o? ko jojuhúpe Ñe’? Rape’apo moakãharapav?, Celia Godoy."
[NEW DOCUMENT 12/07/21 SP:06:50:a GN:06:55:a]	[NEW DOCUMENT 12/07/21 SP:06:50:a GN:06:55:a]
MAG emitió resolución en guaraní.	MAG oguenoh? apoukapy guaraníme.
El Ministerio de Agricultura y Ganadería (MAG) emitió la Resolución N° 1856 por la cual se asigna al Sr. Pablino Gómez Vera como coordinador técnico-lingüístico de la institución.	"Yvy a Tymba Ñangareko Motenondeha (Ministerio de Agricultura y Ganadería, MAG) oguenoh? Apoukapy Ppy."
"El documento fue expedido en las dos lenguas oficiales del país, guaraní y castellano."	"1856, omo?va karai Pablino Gómez Vera-pe oisãmbyhy hag?ua tembiapo ñe’?nguéra rehegua ko tetã remimo?mbýpe."
	"Ko kuatia os? mokõive tetã ñe’? teépe, guarani ha castellano-pe."
[NEW DOCUMENT 12/01/21 SP:08:28:a GN:08:35:a]	[NEW DOCUMENT 12/01/21 SP:08:28:a GN:08:35:a]
Academia de la Lengua Guaraní publicó el segundo volumen de su revista.	Guarani Ñe’? Rerekuapav? oguenoh? hemimyasãi mokõiha.
"La Academia de la Lengua Guaraní (ALG) realizó el lanzamiento del segundo volumen de su Revista de Investigación Científica y Literaria, material redactado en guaraní y castellano."	"Guarani Ñe’? Rerekuapav? (GÑR) oguenoh? mokõiha Tembikuaa ha Ñe’?porãhaipyre Rapereka Remimyasãimby, aranduka os?va guarani ha castellano-pe."
"La presentación se realizó este martes, a las 16:00, en el local de la ALG, París 1102, en la ciudad de Asunción."	"Os? ñepyr? ko temimyasãi kuehe, araapy, 16:00 aravóramo, GÑR rógape, opytáva París 1102-pe, Paraguay távape."
[NEW DOCUMENT 12/01/21 SP:06:02:a GN:06:10:a]	[NEW DOCUMENT 12/01/21 SP:06:02:a GN:06:10:a]
Ministra de SPL acompañó lanzamiento de textos de Roa traducidos al guaraní.	PÑS sãmbyhyhára omoir? Roa haipy oñemoguaraniva’ekue ñeguenoh?.
"Anoche se realizó el lanzamiento del libro “Mombe’urã imitãvape g?uarã”, traducción al guaraní de María Gloria Pereira del libro “Cuentos para la humanidad joven” del Premio Cervantes, Augusto Roa Bastos."	"Ange pyhare oñeguenoh? aranduka hérava “Mombe’urã imitãvape g?uarã”, ombohasava’ekue guaraníme María Gloria Pereira aranduka hérava “Cuentos para la humanidad joven”, Premio Cervantes, Augusto Roa Bastos, rembiapokue."
"La presentación del material se realizó en la Biblioteca Nacional, en Asunción."	"Ko aranduka ñeguenoh? oiko Biblioteca Nacional-pe, Paraguayýpe."
[NEW DOCUMENT 11/30/21 SP:09:00:a GN:12:24:p]	[NEW DOCUMENT 11/30/21 SP:09:00:a GN:12:24:p]
"Ministra de la SPL, asistió a presentación del Primer Acuerdo para el diseño de Estrategias de transformación educativa Paraguay 2030."	"PARAGUÁI ÑE’?NGUÉRA SÃMBYHYHÁRA, O? KURI ATY TENONDERÃ OÑEMBOHAPEPOTÁVO ÑOÑE’?ME’? PARAGUÁI TEKOMBO’E ÑEMOMBARETEVERÃ 2030-PE."
"La ministra de políticas lingüísticas, Ladislaa Alcaraz de Silvero participó de la presentación del primer acuerdo para el Diseño de la estrategia de Transformación Educativa Paraguay 2030, realizado en el Gran Teatro del Banco Central del Paraguay, la misma estuvo presidida por el ministro de educación y ciencias Juan Manuel Brunetti, quien presentó el acuerdo al presidente de la República, Mario Abdo Benitez, a ministros del poder ejecutivo, gobernadores y comunidades educativas presentes."	"Paraguái Ñe’?nguéra Sambyhyhára, Ladislaa Alcaraz de Silvero o? Kuri Aty Tenonderã Oñembohapepotávo Ñoñe’?me’? Paraguái Tekombo’e Ñemombareteverã 2030, oñembosako’íva Paraguái Virurenda Atyguasu kotýpe."
	"Ko aty omoakã Karai Juan Manuel Brunetti, Tekombo’e ha Arandupy Motenondeha, omog?uah?va ñoñe’?me’? Paraguái Mburuvichavete Karai Mario Abdo Benitez pópe, upéicha avei temimo?nguéra motenondeharakuérape, tavusukuéra omoakãva ha tekombo’epegua aty o?vape."
[NEW DOCUMENT 11/25/21 SP:11:00:a GN:11:18:a]	[NEW DOCUMENT 11/25/21 SP:11:00:a GN:11:18:a]
"Nelson Quintana, “El poeta campesino”, lanza su libro “Chokokue sapukái”."	"Nelson Quintana, “El poeta campesino”, oguenoh?ta iñaranduka hérava “Chokokue sapukái”."
"Nelson Quintana, más conocido como “El poeta campesino”, presentará su libro “Chokokue sapukái”, una obra que reúne 154 poemas y 4 relatos narrativos, la mayoría escritos en guaraní que aborda diferentes temas desde la visión y experiencia de un agricultor con alto grado de sensibilidad humana."	"Nelson Quintana, ojekuaavéva “El poeta campesino” ramo, oguenoh?ta iñaranduka hérava “Chokokue sapukái”, aranduka omono’õva 154 ñe’?yvoty ha 4 mombe’urã, opavave nunga ojehaíva guaraníme ha oñehesa’?ijóva chokokue rembihecha ha rembihasapy omomba’éva hapicha rekove."
[NEW DOCUMENT 11/25/21 SP:09:02:a GN:09:08:a]	[NEW DOCUMENT 11/25/21 SP:09:02:a GN:09:08:a]
Firman convenio para fortalecer uso del guaraní en Guarambaré.	Oñemboheraguapy ñoñe’?me’? oñemombarete hag?ua guarani Guarambarépe.
"Con el objetivo de promover programas y proyectos que apunten a la revalorización, visualización y normalización del uso oral y escrito de la lengua guaraní como lengua oficial del país, la Secretaría de Políticas Lingüísticas y la Municipalidad de Guarambaré firmaron un convenio de cooperación interinstitucional."	"Oñemboguata hag?ua tembiapo ikatúva oipytyvõ guarani ñe’? oñemomba’eguasu, ojehecha ha ojeporu hag?ua mamo hendápe ha opa mba’erã, tetã ñe’? teeháicha, ojehai ha oñeñe’?nguévo, Paraguái Ñe’?nguéra Sãmbyhyha ha Guarambare Tavao omboheraguapy ñoñe’?me’? ñembokuatia."
[NEW DOCUMENT 11/24/21 SP:09:04:a GN:09:14:a]	[NEW DOCUMENT 11/24/21 SP:09:04:a GN:09:14:a]
Disponibilizan textos infantiles en guaraní traducidos al sistema Braille.	Oñeguenoh? mombe’urã mitãme g?uarã guaraníme ha oñembohasáva Braille-pe.
El Centro de Recursos Santa Lucía publicó el material de lectura “Aranduka jeporujojarã.	Temimo?mby Centro de Recursos Santa Lucía oguenoh? mombe’urã hérava “Aranduka jeporujojarã.
"Compilación de sencillos textos en guaraní, impresos en Braille, tinta y dibujos en relieve”, un importante recurso didáctico para las niñas, niños y jóvenes guaranihablantes con discapacidad visual."	"Compilación de sencillos textos en guaraní, impresos en Braille, tinta y dibujos en relieve”, mba’eguasu ikatúva oiporu mitãkuña, mitãkuimba’e ha mitãrusu guaraníme oñe’?va ha ndohecháiva."
[NEW DOCUMENT 11/24/21 SP:06:07:a GN:06:16:a]	[NEW DOCUMENT 11/24/21 SP:06:07:a GN:06:16:a]
Distinguirán a promotores de lenguas y culturas indígenas.	Oñembojopóita ypykuéra ñe’? ha arandupy myasãiharakuérape.
"Por segundo año consecutivo se llevará a cabo este viernes el acto de homenaje y entrega de reconocimientos a personas e instituciones con destacada trayectoria en la promoción, fortalecimiento y difusoras de las lenguas y culturas de los pueblos indígenas del Paraguay."	Mokõi aryháma ha ojoapykuéri ojehechakuaa ha oñembojopóita ko arapote?me heta ñande rapicha ha temimo?mbýpe akóinte oykekóre Paraguái pegua ypykuéra ñe’? ha arandupy ñemombarete ha ñemoasãi rehe.
[NEW DOCUMENT 11/23/21 SP:10:37:a GN:10:51:a]	[NEW DOCUMENT 11/23/21 SP:10:37:a GN:10:51:a]
SPL conformó nuevos equipos para responder a sistemas de control interno.	PÑS ombopyahu umi aty ohechátava hyepy guive oku’e porãpa tembiapoita.
La coordinación del MECIP (Modelo Estándar de Control Interno para las Entidades Públicas del Paraguay) de la Secretaría de Políticas Lingüísticas convocó a la reunión para la conformación de equipos que trabajarán en conjunto con el objetivo de responder con acciones colectivas las observaciones del informe de efectividad del Sistema de Control Interno de la Contraloría General de la República.	Paraguái Ñe’?nguéra Sãmbyhyha MECIP (Modelo Estándar de Control Interno para las Entidades Públicas del Paraguay) oisãmbyhýva oporombyaty ojeikuaauka hag?ua umi aty omba’apótava temimo?mby guive añetehápe oñemoañete hag?ua Sistema de Control Interno oguenoh?va Contraloría General de la República.
[NEW DOCUMENT 11/18/21 SP:11:06:a GN:11:15:a]	[NEW DOCUMENT 11/18/21 SP:11:06:a GN:11:15:a]
Ministra de la SPL presentó informe ante pueblos indígenas.	PÑS sãmbyhyhára oikuaakua tembiapoita ypykuérape.
"En el marco de las Jornadas de Rendición de Cuentas Públicas a los Pueblos Indígenas, la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, presentó este jueves un informe acerca de las acciones emprendidas desde esta cartera de Estado que han favorecido a los pueblos indígenas, principalmente en las líneas de gestión de sus respectivas lenguas propias."	"Aty guasu hérava Jornadas de Rendición de Cuentas Públicas a los Pueblos Indígenas ryepýpe, Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oikuaauka avei ko arapópe opa umi tembiapo oñemongu’eva’ekue ko tetã remimo?mby guive ypykuéra rehehápe, ko’ýte iñe’?nguéra rérape."
[NEW DOCUMENT 11/17/21 SP:08:47:a GN:08:30:a]	[NEW DOCUMENT 11/17/21 SP:08:47:a GN:08:30:a]
Ministra de SPL disertó sobre realidad lingüística paraguaya.	PÑS sãmbyhyhára oñe’? Paraguái ñe’?nguéra rehe.
"La ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, realizó una disertación sobre la realidad lingüística del Paraguay, la misma se realizó en las instalaciones del Instituto Técnico Superior de Sanidad Militar, dependiente de la Dirección del Servicio de Sanidad de las Fuerzas Armadas de la Nación."	"Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, ohesa’?ijo Paraguái ñe’?nguera rehegua kuaapy, kóva oiko Instituto Técnico Superior de Sanidad Militar-pe, o?va Dirección del Servicio de Sanidad de las Fuerzas Armadas de la Nación ryepýpe."
