[NEW_DOCUMENT: DOCid=0, lang=nah, DOCNAME=CENTE COUATL HUAN TLACATL ].	[NEW_DOCUMENT: DOCid=0, lang=spa, DOCNAME= LA CULEBRA Y EL HOMBRE ].
Okitemouaya kia’sis inin tlasentilistli ika san kuali tlamantlichiaulis, uan a’mo ika tlakui’kuililistli keni inon mochiuayaya ipan nauitsontli uan yeyi pouali xantil xiuitl, uan ika yektla’tol tlaneltokilistli uan a’mo ika nexikoltla’toli.	
Inin tiechkaujtlane’neuilistli omoyek tlayekan tlanauitiltlali i’kuak omoualnexti “ini” uan omotlalili i’kuak yexpa ma’tlaktli xiujpa.	Sábete que voy a patearte, ¡que me sueltes! ~~~ El muñeco no contestó. —¡Nada más te estás burlando de mí!
Keni tiki’toske inin poliujtok i’kuak opeujke in chikome ma’tlaktli xiujten uan tla’uel mokaujtok ipampa tiechkaujtlanauatil tlen ueyi altepeuj.	¡No me sueltas, pues te pateo! ~~~ Lo pateó y otra vez se pegó. —¿No me sueltas?
Oksekpa, in tlen tlayekanyotl okisetili in tiachkaujtlayekanali inauak maseual ka’kala’ten uan noyoujke ipan tiechkaujtlayekanyo’me.	No contestó. —Si no me quieres soltar te patearé con mi otra pata. ~~~ ¿Tú no lo quieres creer?
Onka kani okinyekitak in xantil tiechkauan, san ika okinyek iljuiyaya mach maki yekitaka in ueyi tiachkaujtekitl uan tlayekan nechikol tlanauatil, ipan oksekinten okintlalili’ke yankuikten tiechkaujtlanauatilme aki’ke okin seliya.	
Noyoujke okin paleui i’kuak omonexti’ke in chikauak tlauel tlanauatil kayome, inon ki’tosneki chi’chikauak tlakame aki’ke okichiuayaya in tlauel tiachkaujtlayekanyotl, uan miyakpa ika netiuilolistli, noyoujke okin setili maseual ka’kala’ten inauak maseual tekichiualoni ipampa tlayekan nechikol tlanauatil tiachkayo uan ipan chikome ma’tlaktli xiujyo okinexti in ueue maseual tlano’notsalten aki noso kuali kin ixyekanas in tlen nononkua nantli altepeme.	
Uan ojko, in maseualten omochiujke ipan san se nantli tlayekan nechikol tlane’neuilistli, maske a’mo yekyo uan a’mo okin tlakaitake.	No contestó el muñeco. —Lo que veo es que nada más te estás burlando de mí, arremedándome.
Inauak in tlayekan nechikoltlanauatilme, in Mexko moiskaltil tekipanoli tlen ipan sempouali xantil xiuitl oya’toya i’siujka kin ixnextiya in koyo’me, tlen ki’tosneki mopatlaloni keni in maseual ka’kalaten mokuepaske koyome.	
Tlen koyoaltepeiskaltili okin uikak in yankuik chanime ipan altepeme kani okin kaujke inmaseual tla’tol uan okitlaken patla’ke uan noyoujke opeujke koyoaltepe tlane’neuiliya.	
Ipan miyakten maseual ka’kalaten opeujke kilkaua inmaseual tla’toluan uan opeujke kaxtilantla’toua, inon okichiujke ipampa in tekitl tiechkaujkaltlamachtilme uan noyoujke in tlen itoka maseualnantli tlayekanyotl.	
Inin koyotlachi’chiualistli nesi omopatlatoya ipan in tlamiyanyo in yeyi ma’tlakxiujme.	Ahora sí, con mis dientes aguzados y cortantes te morderé la cabeza; ¡voy a morderte, ya lo sabes!
Tlen maseualme uilokten oyolke uan ya’toke ipan ue’ueyi altepeme kani tekitiske ipan yolkatekipiyaloni uan noyoujke ipan oksekinte Mexko xolalme uan tlakpak xolalme tlen intoka “Estados Unidos”, a’mo kikaujtoke in tla’toltlane’neuilis keni maseualme oyolto’ya achto, uan a’mo kilkaujtoke tlen inechikol maseual ka’kalauan.	
Kachi ini’ke ue’ka tekitianime kiyekitstoke uan kiyekchikaujtoke in maseualnextikaujyo, matikyeknextika in tlen Mexko moitstok iskaltili tekipanoli ipan yi okpayo in sempoali xantil xiuitl a’mo okin paleui in maseualme keni oksekinten tlakame Mexko altepechanime.	
Tlen san ijki xomolko tlaltikpak xolalme, tlen in tlamilolchiualis, se tekitl tlen a’mo kuali omoyek iskalti’toya uan omoyekchiujtoya ipan ini’ke xiujten, noyoujke ipampa nexikolitalisme kampa in yolxolaluan, inmaseual ka’kalaten omoue’kakaujke tlen ika teposne’nenkime, tlamachtilisme yektlalilistli uan yekyolistli.	
Inon kachi okinyekxi’xilo nononkua nechikol altepeme tlen inon yetoya ipan yi ue’kauj tlatlamantlime uan ipan tonantli inon inauak maseual altepe tlaxilolme.	No contestó el muñeco. —Ahora de veras nada más te lo digo esta vez: o me sueltas, o te muerdo y te lastimo.
Tlen a’mo kuali iyekyo maseualme okachi moueyili’tok ipan ma’tlaktle xiujten tlen uilok panotoke san ika Mexko tiechkaujtlanauatili ki ilkaujtok in tiechkauj tlayekan tlali tlapaleuili tlen satepa okichiuj in tlateuiloni uan ayakmo kixe’xelotok in tlali, noyoujke a’mo kin paleui’tok in altepechanime uan kilkaujtok tlapaleuili tlen okin makaya aki’ke omilchi’chiuaya ipan ka’kalatekitiyanime koyome uan maseualme.	
Inon kichiujtok se tekiyotl ipan yi ue’kauj tlamiloli keni ini’ke ka’kala’ten. Ipa ini’ke tonalten ayakmo kisa in tlaolmile keni yiue’kauj miyakten maseual altepeme okiualchiujtaya’ke.	
Keni tikitaske ipan tlaxelol yekanalistli, inon kipatlatok keni moyoltekipanoua in maseual ka’kala’me.	Lo mordió y con sus dientes quedóse más pegado; entonces empezó a revolverse sin poder soltarse.
Mexko inon se nantli tlen kipiya miyakten tlane’neuilistlanextilme uan noyoujke kipiya miyakten tlanextilmaseualme, keni yetok miyakten xantil xiujme.	Lo tenía preso la liga a que se quedó colgado y nada más se revolvía.
Ini’ke miyakten tlane’neuilis tlanextilme tech yeknextiliya keni yoltoke uan keni motekipano’toke ipan tlapatiloni’me keni kichiujtoke tonantli.	Mientras tal le sucedía, llegó el muchacho que cuidaba la sementera y le dijo al conejo: —Ya acabaste con mi sementera, conejo del diablo; ahora te voy a comer.
Mexko yolkokoitalistli, noyoujke inon se nantli a’mo yek san inijke, ken yetok ipan xantil xiujme, uan inon nononkua kichiua noyoujke yolkokoitalistli uan nexikoltekiyome.	Cogió al conejo, lo aporreó contra el suelo y éste se murió.
In maseual altepeme yekyoltoke ipa inin a’mo tlayekitali yolchiualis, kitemotiyaya keni kuali yiske axan, mostla noso uiptla ipan tonantli, keni oyetoyaya yiue’kauj. .	Diole las gracias al muñeco de cera amarilla. ~~~ Cuando llegó el año siguiente, ya sabía cómo coger a los animales que entraban a su sementera.
[NEW DOCUMENT].	[END OF DOCUMENT].
Nechikoaltepeme uan in tiachkatlanauatil. in nemilis mexko mAseuAlme y i t o k ipAn in kA’kAlA, n o s o o m p A kAm pA ye’uAn o y o l k e uAn n o y o u j k e kAm pA o y o l k e inkolu An kAni kAchi kine’neuiliy AyA kitemoua intlaka noso in siua.	[NEW_DOCUMENT: DOCid=4, lang=spa, DOCNAME= EL LEÓN, EL CACOMIZCLE Y LA ZORRA ].
In ka’kala kani kichiua iluitl uan kani kinyekteotlakaita in teotsitsin.	EL LEÓN, EL CACOMIZCLE Y LA ZORRA .
Noyoujke inon ompa kani nochten tlaltlamiloua tlen ika motekipanoua maske kate aki’ke ayakmo inon tekitl kichiua uan ojko moixeuiya kipaleuiya in tlaluan, uan tlaltikpaktli tlen kin xolaltekipanoua, uan ojko moyolnemilis chikaua san ipa in ka’kala.	A la orilla de un pueblo, llamado Tepeoztotlan, al que rodeaban unos cerros, quedaba una cañada en donde vivían varios animales, entre los que de paso se encontraban coyotes, tejones, cacomizcles, lobos, una zorra, gatos monteses y otros animales que tenían por jefe un león.
Noyoujke moixana, mopaleuiya ipan in yoltlayekanyo.	Todos estos animales tenían por ocupación el robo.
Ika nochi inon, in ka’kala kikuitoke tlen ika moixmaseualixmati ipan tonantli kiyekitstoke achto keme tlen ye’ua insel altepeuan, ojko keni nononkua in chantlaka maske noyoujke ye’uanten kipiyaya san se intla’tol uan okipiyaya se intla’ne’neuilis tlanextil sani’nijki yeuan in yaxka.	El león les daba sus órdenes. ~~~ A unos les ordenaba que fueran a traer ovejas, como a los lobos, y los coyotes cargaban con cerdos, los cacomizcles con gallinas y el tejón con fruta.
Noyoujke ipan ini’ke tonalten, i’kuak miyakten maseualme ya’toke ue’ka tekiti, san kemaniya noso mochipa, nika uan nepa nononkua ue’ka altepeme, in ka’kala sanijki mochiujtok se xolalpeualistli tlen kachi kuali ipan in nemilis: mokuepake inchan kema mochiua ue’ueyi iluitl; noyoujke ipan kitemoua’ke aki iuan monamiktiske; aki’ke kuali kiualtitlaniliya tomin tlen ika kin paleuiya in chanikauan uan noyoujke ika tlapaleuiyan ipan iluichiualoni iuan maseual altepe tekitl; uan noyoujke tlapaleuiyake maske ue’ka ipan tiachka ka’kala tlayekanyotl.	
In ueyi tlane’neuilis uan tiechkaujtlayekanyotl Mixe tlen itokauj Floriberto Díaz Gómez okiyektokayotlali in tla’toltlane’neuilistli “ixnextil tlayekan ka’kala’ten” tlen ika in tlane’neuilis ixmatil in maseual ka’kalaten tlen ika kipiya’ke kimatis in xantil tlane’neuilis chiualis.	
Mach ye’ua in ka’kala’tli a’mo san semi nechikol chantiyanime aki’ke a’mo tlen kimati ipan in xolalpa:Auel kuali moneltokas se maseual 11Uan ojko maseual ka’kala’ten kuali yoltoke ipa ini’ke kaxtolpouali xiuitl tlen kayotl kaxtilantlatlaniloni, uan noyoujke a’sini ipan ma’tlaktli pouali xiuitl tlen te’kiyo nesentlalistli uan kema niya ika Mexko tiechka tlanauatil kualantli ika tlen in maseual ikniuan kimachiliya ika inon, nochi in axkatlakayotl, uan yoltlane’neuilisyotl.	
Ye inon tlen ne’neuiliya in tlakatsintle Díaz Gómez keni ixnextiltlayekan ka’kala’ten uan ojko kin yek ixnextiya makuilten inyaxkayo:• In tlali, keni tenana uan keni tlaltikpaktli. • In tlasentlal tla’tol makaloni kampa moana in yektla’toli. • In tetlokoltekitl uan tlaye’yekolistli tlen tiachkatlayekantli• In nechikolmiyajkatekitl, keni se tlamauesolpakilistli. • In maseualtlaneltokayo’me, keni in ixtlanextil tla’tol in ka’kala’me tlen in yaxka.	
Ipa inin tlaxelolkayotl tiki’ixmatiske tlen naui tlane’neuilisme ompa kate uan tikitaske keni monextiya ipan nononkua maseual altepeme ; tlen nikan onka tlaxelolkayotl tikixmatiske tlen makuili tlanauatili kampa titla’toske ipampa maseual teotlane’neuilisme.	Estos animales querían al león. ~~~ Para que no se los comiera le llevaban de comer y así aquel animal ya no trabajaba, pues ya les había dicho que a quien no le obedeciere se lo comería.
IN TLALTI kPAkTLI u AN TLALIIn nemilis maseual ka’kala’ten a’mo moue’ka kaua ipan in tlaluan uan in xolalpa.	Y uno de esos días salieron como siempre y ya en el camino, dos cacomizcles se apartaron de los demás y se fueron juntos.
In tlatsintla xolalpame maseual altepeme motekipano’toke ika tlamiloli nepa yiue’ka xantil xiujme uan ika ino a’mo kuali kikaujtoke in tlamiloltlalte tlen ika ojko moikmaseual telkipanoua uan tlen ika kichikaua in ka’kala’ua.	Estos animales que siempre son muy risueños y muy juguetones, siguieron su camino y empezaron a conversar en su idioma.
Nochipa nochtin tlen tlalpaxolalme okimilouaya’ke in tlaoli, yetl, yekayo’tle uan chilchotl, ika in no’nochi xiujtlakualistli, uan noyojki uelok okikuiyaya in tlen achto xantil tekiyotl keni uitsojtle noso uiktli tlen ika tlako’koyona ompa kampa mo toka in tlaolxinachtli uan tekiyotl kani tlaixtlatekilo uan tlaixtlatilo, tlen tiki’toske kachi oksatepa.	Pasaban por donde había árboles frutales y, entonces, el más tonto le dice al otro: —Mientras estamos aquí, comeremos frutas. —Nos van a matar. —No le hace. —¿De veras, qué no lo crees? —¿Pero quién nos ha de matar? —A veces, apenas quiere uno coger alguna cosa, luego lo quieren matar, y si lo matan a uno lo pasean en el pueblo pidiendo limosna. —¿Pero qué es cierto? —Por lo que veo, tú nunca te has muerto, ¡Quieto!
Inin pixkayotl, uan yolkaiskaltilistli, keni mopiya totolime, pipiyo’me, uan kalnelo’me, okin pachiui’tiyaya ika nochi tlen mo’mostle okin poliuiyaya, ye inon itoka tlamiloli tlen isel teixpaleuiya; maske yi kipiya se xantil xiuitl ayakmo a’si in tlakuali ipan nochten maseual ka’kala’me.	
Ika inon in maseualme kitemoua’ke in tekiyo kampa ue’ka in ka’kala’uan uan ipa inin uelok matlakxiujten kachimiyakten tlamiltokanime kachi kimilo’toke tlasemantlakilolme keni kafen, kakao uan okseki tla’kilolime.	¡Quién sabe quién viene! —No viene ninguno, ¿quién quieres que venga? —De veras, yo me espanté.
12In tlen yek tlamiloli kualilyotl kin chikaua in maseualme ipa in nemilis, in xantil tlane’neulis ka’kala’ten a’mo kin kaua masankinenkauakan in tlalmilyo: in yekyoneteuilisme, in tiachkaujtlayekantlatlanilistli uan noyoujken tlen panotok in moteposteuiyaloni tlen panotoke, kilnamiki in altepechanime uan ojko ika inon moyolchikaua ki paleuiya tlen axan chiualis uan tlen uelok mochiuas.	
Yek kuali tiki’toske mach tlen ika tik paleuiske in ka’kalatlali kachi ue’ka yauj uan yauj noyoujke ipampa in tlen mokuitok ika tlamiloli uan koujtla tlamiloli, tepekoujtla’me uan okseki miltlalten tlen inauak kate, noyoujke moixmati keni “koujtla’tle”, uan ojko in kampa aki salitlen kin a’altiya.	Tan luego como acabaron de comer, se fueron, cogieron su camino, y el más grande le dijo al otro: —¿Adivina a dónde vamos? —No sé dónde me llevas. —Ahora vamos a Tepemiltitla.
Se ueyi tlane’neuilistli tlen axan mokui ika motlanextiloliya miyakten ipampa maseual molinilisme, ye inon itokayotl “tlaltikpaknantli” tlen kikitskitok mochten tlalten, tepisil tekipanolistli tlen tlaltoktok kayotl uan noyoujke tla’tol tlane’neuilis tlen itokauj “tlali”, tlen tech tlane’neuilis tokayotiya ojkono tlaltlamilolme.	
In koujtla’tle kachi kin paleuiya innemilis maseual ka’kala’tle.	13Barda de piedra. ~~~ El cacomizcle no creía lo que le decían los perros.
In tlamiloli tlen mochiua ipan tlakoujtekilistli, tlaixtlatilistli uan tlaixtekilistli tlen inon kichiuaya yi ue’kauj, inon kitosneki mach tlaixtlachpanalistli, tlaixtlatilistli uan ojko kuali mokuitla’tlalis uan mokuis ipan se noso makuili xiuitl kani motokas tlaole iuan oksekinten tlamilolme; I’kuak panotoke ini’ke xiujten inin tlale mokakaujteua uan ojko oksepa moyektlaliya ika kojtlaxiujten, in tlamololuanime yeuan kiyektiya okse nonkua tlale.	Todavía estaba oyendo a los pollos roncar dormidos y un pollo estaba soñando y les decía algo a los otros, y los demás también le contestaban en sueños y uno de ellos les decía a los otros: —Miren, allí viene el gavilán, nos anda rodeando.
Inon ki’tosneki mach kipiya tlen yetos miyakten tlalten kani kuali noyoujke tlamilolos uan ojko kuale moejtoske tlamilolme.	A lo que contestó el cacomizcle: —Si no es el gavilán quien los anda rodeando, sino yo, el cacomizcle, que los viene a saludar.
Ipan tlatsintla xolalpa altepeme uan tlakpak to Mexko nantli, ka’kalaten keni Tarahumaras, Pimas uan Pápagos, kani ompa a’mo kiaui uan ik inon a’mo kate miyikten tlamilolten tlen ika kuali motlamakaske in ka’kalachanime, uan ojko sa ye koujtla’tle kuali kitemakas itla’tlen tlakuali: xiujtlakualme, koujtla’kilolme, koujtla’yolkame tlen mo kitskiya uan mokua, uan noyoujke sayoltlakualme.	
Ini’ke tlakualme kiyek a’xiltiya uan kiyekchikaua in yoltlakualtlaoltsi, xiujmilome tlen ika kuali motekipanolos i’kuak kema a’mo yetos pixkayotl.	Ya hace mucho tiempo que no los saludaba. ~~~ Y muy cariñosamente, por la espalda, le tocó.
Noyoujke tlatlatilkouitl tlen mokixtiya ipan koujtla’tli mokuitok yiue’kauj kampa in tlekuil tlen ika mouikxitiya in tlakauli ipan nochten maseualchanime.	Luego despertóse el pollo y empezó a gritar espantado, y los otros pollos también empezaron a aletear muy asustados y todos empezaron a dejarse caer de los palos en que estaban en el gallinero y se gritaban unos a los otros: —¡Despierten!
Noyoujke ipan koujtla’tli moa’sito’ke xiujpa’me uan xiujten tlen mokuitoke ipan teomouesyo’me uan pa’tlamatki’me.	¡Despierten!, ¡Quién sabe qué animal ya se llevó un pollito!
Ika nochi, tlaixmachtili tlen xiujtla’ten uan koujtlayolka’me kachi kuali kin yekitake ka’kala’chanime, kanin kate aki’ke kachi kuali kimati keni itoka xiujtlapa’tiyanime.	Y el gallo se paseaba orgulloso en medio, paraba el pecho y cantaba: —¡Quiquiriquí!
13In altepeme tlen kate itenko ueyi amanalme, keni altepe Huaves, Seris uan noyoujke oksekinten xolalme aki’ke motekipanoua ika michi tlakitskiloni.	Y en su canto le dijo al cacomizcle: —¡Quiquiriquí! ~~~ ¡Ya te llevaste a una de mis mujeres!
Ipa ini’ke tonalten moyekixmati tlen kachi kuali mopiya yankuik tlaixmachtilistli yolkanechikolxiujme kani yetok miakyotl yolnemilis, inon ki’tosneki mach kate miyakten nononkua yolkame tlen yetoke ipan se xolalpa, tlakame aki’ke momachtiya ipan yankuik tlaixmachtili yolkanechikolxiujme oki’toua’ke mach maseualxolalme kipiya miyikten mikyotl yolnemilisme ipan tonantli.	
Te’uanten tik yekmati inon, san ika tikitstoke ipan nochten xantilxiujme, Tlen tlali kipiya in maseual ka’kala’tli inon tlen kachi kin paleuiya mamotekipano’kan.	Y dirigiéndose a su esposa, le dice: —¡Cuando otra vez venga, conmigo tiene! —Ahora vino y nada le hiciste. —¡Tú cállate la boca!
Inon ki’tosneki mach ka’kala’ten mochten tlen tlalten kipiya in yaxka uan noyoujke koujtla’ten ojko kimokauiliya sese kichi’ton in tlali kanin kuali insel tlamiloske.	Y la pateó y les dijo: —Ahora ¡a dormir!, y les digo a ustedes cacaracacá, cacaracacá, ¡Que soy fuerte como no hay otro!
Ini’ke chanikauan kuali kipixtoske kuali chito tlali uan noyoujke kuali ki kauili’teuaske in piluan, san ika a’mo kuali kinamakaske uan kikauiliske sanijki maseualtlali.	¡Yo soy valiente, aquí y en donde quieran! ~~~ Mientras platicaba el gallo con las gallinas, he aquí que los perros en el corral ya habían matado al cacomizcle.
Ika maseual ka’kala’tli moyeknauati’toke ika maseual altepeme uan noyoujke miyikten altepetekiuanime ompa nepa yiue’kauj xantil xiujme uan ojko kuali monechiko’toke uan mochikaujto’ke ipan in tlane’neuilis maseual tlali san ika ijko mosepanpaleui’toke ipan ka’kala nechikol tekipanolistli.	Y el otro que estaba arriba del árbol de zapote, cuando vio que acabaron de matar los perros a ese cacomizcle, después luego se bajó corriendo de arriba del árbol de zapote y le fue a avisar al león.
